Ticket,OrderType,OrderSymbol,OrderLots,OrderOpenTime,OrderOpenPrice,OrderCloseTime,OrderClosePrice,OrderProfitInPips,OrderCommission,OrderSwap,OrderProfit,TradeProfit,OrderMagicNumber,OrderComment,OrderCommentShort
21194,BUY,GOLD,0.01,2023.11.06 01:05,1991.86,2023.11.06 01:42,1988.53,-33.3,0,0,-498,-498,100,100pips_buy_1,10
21195,BUY,GOLD,0.01,2023.11.06 01:05,1991.86,2023.11.06 02:36,1989.45,-24.1,0,0,-360,-360,200,200pips_buy_1,20
21196,BUY,GOLD,0.01,2023.11.06 01:05,1991.86,2023.11.06 02:59,1991.55,-3.1,0,0,-46,-46,400,400pips_buy_1,40
21197,BUY,GOLD,0.01,2023.11.06 01:05,1991.86,2023.11.06 03:30,1992.49,6.3,0,0,94,94,500,500pips_buy_1,50
21198,BUY,GOLD,0.01,2023.11.06 01:05,1991.86,2023.11.06 02:56,1990.43,-14.3,0,0,-214,-214,300,300pips_buy_1,30
21201,SELL,GOLD,0.01,2023.11.06 01:05,1991.35,2023.11.06 01:11,1990.27,10.8,0,0,161,161,100,100pips_sell_1,10
21205,SELL,GOLD,0.01,2023.11.06 01:05,1991.35,2023.11.06 01:12,1989.32,20.3,0,0,303,303,200,200pips_sell_1,20
21206,SELL,GOLD,0.01,2023.11.06 01:05,1991.35,2023.11.06 02:01,1987.35,40,0,0,598,598,400,400pips_sell_1,40
21210,SELL,GOLD,0.01,2023.11.06 01:05,1991.33,2023.11.06 04:54,1987.43,39,0,0,583,583,500,500pips_sell_1,50
21211,SELL,GOLD,0.01,2023.11.06 01:05,1991.33,2023.11.06 01:36,1988.14,31.9,0,0,477,477,300,300pips_sell_1,30
21320,BUY,GOLD,0.02,2023.11.06 01:11,1990.86,2023.11.06 01:42,1988.53,-23.3,0,0,-696,-696,100,100pips_buy_2,10
21321,BUY,GOLD,0.02,2023.11.06 01:11,1990.86,2023.11.06 02:36,1989.45,-14.1,0,0,-422,-422,200,200pips_buy_2,20
21323,BUY,GOLD,0.02,2023.11.06 01:11,1990.86,2023.11.06 02:56,1990.45,-4.1,0,0,-123,-123,300,300pips_buy_2,30
21324,BUY,GOLD,0.02,2023.11.06 01:11,1990.86,2023.11.06 02:59,1991.55,6.9,0,0,206,206,400,400pips_buy_2,40
21326,BUY,GOLD,0.02,2023.11.06 01:11,1990.86,2023.11.06 03:30,1992.49,16.3,0,0,488,488,500,500pips_buy_2,50
21360,SELL,GOLD,0.01,2023.11.06 01:11,1989.69,2023.11.06 01:33,1988.62,10.7,0,0,160,160,100,100pips_sell_1,10
21375,BUY,GOLD,0.03,2023.11.06 01:12,1989.82,2023.11.06 01:42,1988.53,-12.9,0,0,-578,-578,100,100pips_buy_3,10
21376,BUY,GOLD,0.03,2023.11.06 01:12,1989.82,2023.11.06 02:36,1989.42,-4,0,0,-179,-179,200,200pips_buy_3,20
21377,BUY,GOLD,0.03,2023.11.06 01:12,1989.82,2023.11.06 02:56,1990.45,6.3,0,0,283,283,300,300pips_buy_3,30
21378,BUY,GOLD,0.03,2023.11.06 01:12,1989.82,2023.11.06 02:59,1991.55,17.3,0,0,776,776,400,400pips_buy_3,40
21379,BUY,GOLD,0.03,2023.11.06 01:12,1989.82,2023.11.06 03:30,1992.49,26.7,0,0,1198,1198,500,500pips_buy_3,50
21422,SELL,GOLD,0.01,2023.11.06 01:12,1988.95,2023.11.06 04:39,1990.25,-13,0,0,-194,-194,200,200pips_sell_1,20
21579,BUY,GOLD,0.04,2023.11.06 01:33,1988.65,2023.11.06 01:42,1988.49,-1.6,0,0,-96,-96,100,100pips_buy_4,10
21580,BUY,GOLD,0.04,2023.11.06 01:33,1988.62,2023.11.06 02:36,1989.42,8,0,0,479,479,200,200pips_buy_4,20
21581,BUY,GOLD,0.04,2023.11.06 01:33,1988.62,2023.11.06 02:56,1990.45,18.3,0,0,1095,1095,300,300pips_buy_4,30
21583,BUY,GOLD,0.04,2023.11.06 01:33,1988.62,2023.11.06 02:59,1991.55,29.3,0,0,1752,1752,400,400pips_buy_4,40
21584,BUY,GOLD,0.04,2023.11.06 01:33,1988.62,2023.11.06 03:30,1992.49,38.7,0,0,2316,2316,500,500pips_buy_4,50
21590,SELL,GOLD,0.01,2023.11.06 01:33,1988.16,2023.11.06 03:01,1990.27,-21.1,0,0,-316,-316,100,100pips_sell_1,10
21637,SELL,GOLD,0.01,2023.11.06 01:36,1987.57,2023.11.06 04:43,1989.78,-22.1,0,0,-331,-331,300,300pips_sell_1,30
21686,BUY,GOLD,0.05,2023.11.06 01:37,1987.43,2023.11.06 02:36,1989.41,19.8,0,0,1481,1481,200,200pips_buy_5,20
21687,BUY,GOLD,0.05,2023.11.06 01:37,1987.43,2023.11.06 01:42,1988.49,10.6,0,0,792,792,100,100pips_buy_5,10
21688,BUY,GOLD,0.05,2023.11.06 01:37,1987.43,2023.11.06 02:56,1990.45,30.2,0,0,2258,2258,300,300pips_buy_5,30
21690,BUY,GOLD,0.05,2023.11.06 01:37,1987.43,2023.11.06 02:59,1991.53,41,0,0,3065,3065,400,400pips_buy_5,40
21691,BUY,GOLD,0.05,2023.11.06 01:37,1987.43,2023.11.06 03:30,1992.51,50.8,0,0,3800,3800,500,500pips_buy_5,50
21723,SELL,GOLD,0.02,2023.11.06 01:42,1988.49,2023.11.06 04:43,1989.78,-12.9,0,0,-386,-386,300,300pips_sell_2,30
21724,BUY,GOLD,0.01,2023.11.06 01:42,1988.94,2023.11.06 02:12,1988.95,0.1,0,0,1,1,100,100pips_buy_1,10
21833,BUY,GOLD,0.02,2023.11.06 02:00,1987.92,2023.11.06 02:12,1988.95,10.3,0,0,308,308,100,100pips_buy_2,10
21853,SELL,GOLD,0.01,2023.11.06 02:01,1986.87,2023.11.06 04:53,1988.14,-12.7,0,0,-190,-190,400,400pips_sell_1,40
21902,SELL,GOLD,0.02,2023.11.06 02:06,1987.89,2023.11.06 04:53,1988.14,-2.5,0,0,-75,-75,400,400pips_sell_2,40
21937,SELL,GOLD,0.03,2023.11.06 02:10,1988.91,2023.11.06 04:53,1988.24,6.7,0,0,301,301,400,400pips_sell_3,40
21954,BUY,GOLD,0.01,2023.11.06 02:12,1989.44,2023.11.06 02:56,1990.45,10.1,0,0,151,151,100,100pips_buy_1,10
22107,SELL,GOLD,0.02,2023.11.06 02:31,1989.16,2023.11.06 03:01,1990.3,-11.4,0,0,-341,-341,100,100pips_sell_2,10
22168,BUY,GOLD,0.01,2023.11.06 02:36,1989.89,2023.11.06 03:24,1991.93,20.4,0,0,305,305,200,200pips_buy_1,20
22172,SELL,GOLD,0.03,2023.11.06 02:36,1989.5,2023.11.06 04:43,1989.78,-2.8,0,0,-126,-126,300,300pips_sell_3,30
22193,SELL,GOLD,0.02,2023.11.06 02:38,1990.01,2023.11.06 04:39,1990.24,-2.3,0,0,-69,-69,200,200pips_sell_2,20
22194,SELL,GOLD,0.04,2023.11.06 02:38,1990.01,2023.11.06 04:53,1988.24,17.7,0,0,1059,1059,400,400pips_sell_4,40
22243,SELL,GOLD,0.03,2023.11.06 02:41,1990.19,2023.11.06 03:01,1990.34,-1.5,0,0,-67,-67,100,100pips_sell_3,10
22335,BUY,GOLD,0.01,2023.11.06 02:56,1990.8,2023.11.06 03:24,1991.91,11.1,0,0,166,166,100,100pips_buy_1,10
22336,BUY,GOLD,0.01,2023.11.06 02:56,1990.8,2023.11.06 10:10,1985.47,-53.3,0,0,-797,-797,300,300pips_buy_1,30
22343,SELL,GOLD,0.04,2023.11.06 02:56,1990.55,2023.11.06 04:43,1989.78,7.7,0,0,461,461,300,300pips_sell_4,30
22379,SELL,GOLD,0.03,2023.11.06 02:58,1991.25,2023.11.06 04:39,1990.24,10.1,0,0,453,453,200,200pips_sell_3,20
22380,SELL,GOLD,0.05,2023.11.06 02:58,1991.28,2023.11.06 04:53,1988.24,30.4,0,0,2274,2274,400,400pips_sell_5,40
22383,SELL,GOLD,0.04,2023.11.06 02:58,1991.36,2023.11.06 03:01,1990.35,10.1,0,0,604,604,100,100pips_sell_4,10
22424,BUY,GOLD,0.01,2023.11.06 02:59,1991.97,2023.11.06 10:18,1986.56,-54.1,0,0,-809,-809,400,400pips_buy_1,40
22426,SELL,GOLD,0.05,2023.11.06 02:59,1991.6,2023.11.06 04:43,1989.71,18.9,0,0,1414,1414,300,300pips_sell_5,30
22459,BUY,GOLD,0.02,2023.11.06 03:00,1990.9,2023.11.06 10:18,1986.56,-43.4,0,0,-1298,-1298,400,400pips_buy_2,40
22478,SELL,GOLD,0.01,2023.11.06 03:01,1989.83,2023.11.06 03:42,1991.67,-18.4,0,0,-275,-275,100,100pips_sell_1,10
22514,SELL,GOLD,0.02,2023.11.06 03:05,1990.85,2023.11.06 03:42,1991.67,-8.199999999999999,0,0,-245,-245,100,100pips_sell_2,10
22629,BUY,GOLD,0.01,2023.11.06 03:24,1992.37,2023.11.06 05:34,1985.45,-69.2,0,0,-1035,-1035,100,100pips_buy_1,10
22632,BUY,GOLD,0.01,2023.11.06 03:24,1992.34,2023.11.06 05:49,1984.35,-79.90000000000001,0,0,-1195,-1195,200,200pips_buy_1,20
22634,SELL,GOLD,0.03,2023.11.06 03:24,1991.77,2023.11.06 03:42,1991.68,0.9,0,0,40,40,100,100pips_sell_3,10
22686,SELL,GOLD,0.04,2023.11.06 03:28,1992.27,2023.11.06 04:39,1990.21,20.6,0,0,1233,1233,200,200pips_sell_4,20
22697,SELL,GOLD,0.06,2023.11.06 03:29,1992.29,2023.11.06 04:53,1988.24,40.5,0,0,3635,3635,400,400pips_sell_6,40
22717,SELL,GOLD,0.02,2023.11.06 03:30,1992.49,2023.11.06 04:54,1987.44,50.5,0,0,1511,1511,500,500pips_sell_2,50
22727,BUY,GOLD,0.01,2023.11.06 03:30,1992.92,2023.11.06 10:26,1987.53,-53.9,0,0,-805,-805,500,500pips_buy_1,50
22739,SELL,GOLD,0.06,2023.11.06 03:30,1992.77,2023.11.06 04:43,1989.71,30.6,0,0,2747,2747,300,300pips_sell_6,30
22745,SELL,GOLD,0.04,2023.11.06 03:30,1992.72,2023.11.06 03:42,1991.68,10.4,0,0,622,622,100,100pips_sell_4,10
22840,BUY,GOLD,0.02,2023.11.06 03:41,1991.92,2023.11.06 10:26,1987.53,-43.9,0,0,-1312,-1312,500,500pips_buy_2,50
22850,SELL,GOLD,0.01,2023.11.06 03:42,1991.3,2023.11.06 04:13,1991.22,0.8,0,0,12,12,100,100pips_sell_1,10
22867,SELL,GOLD,0.02,2023.11.06 03:47,1992.35,2023.11.06 04:13,1991.21,11.4,0,0,341,341,100,100pips_sell_2,10
23079,BUY,GOLD,0.02,2023.11.06 04:13,1991.21,2023.11.06 05:34,1985.45,-57.6,0,0,-1723,-1723,100,100pips_buy_2,10
23080,BUY,GOLD,0.02,2023.11.06 04:13,1991.21,2023.11.06 05:49,1984.35,-68.59999999999999,0,0,-2052,-2052,200,200pips_buy_2,20
23089,SELL,GOLD,0.01,2023.11.06 04:13,1990.8,2023.11.06 04:42,1989.78,10.2,0,0,153,153,100,100pips_sell_1,10
23148,BUY,GOLD,0.03,2023.11.06 04:23,1990.93,2023.11.06 10:26,1987.56,-33.7,0,0,-1511,-1511,500,500pips_buy_3,50
23287,SELL,GOLD,0.01,2023.11.06 04:39,1989.88,2023.11.06 04:53,1987.87,20.1,0,0,301,301,200,200pips_sell_1,20
23298,BUY,GOLD,0.03,2023.11.06 04:40,1990.2,2023.11.06 05:34,1985.44,-47.6,0,0,-2136,-2136,100,100pips_buy_3,10
23299,BUY,GOLD,0.03,2023.11.06 04:40,1990.2,2023.11.06 05:49,1984.35,-58.5,0,0,-2625,-2625,200,200pips_buy_3,20
23316,BUY,GOLD,0.04,2023.11.06 04:40,1989.91,2023.11.06 10:26,1987.53,-23.8,0,0,-1423,-1423,500,500pips_buy_4,50
23320,BUY,GOLD,0.03,2023.11.06 04:40,1989.88,2023.11.06 10:18,1986.55,-33.3,0,0,-1494,-1494,400,400pips_buy_3,40
23351,BUY,GOLD,0.02,2023.11.06 04:42,1989.78,2023.11.06 10:10,1985.47,-43.1,0,0,-1290,-1290,300,300pips_buy_2,30
23352,SELL,GOLD,0.01,2023.11.06 04:42,1989.45,2023.11.06 04:52,1988.47,9.800000000000001,0,0,147,147,100,100pips_sell_1,10
23359,SELL,GOLD,0.01,2023.11.06 04:43,1989.46,2023.11.06 05:23,1985.25,42.1,0,0,630,630,300,300pips_sell_1,30
23427,BUY,GOLD,0.04,2023.11.06 04:45,1989.19,2023.11.06 05:34,1985.44,-37.5,0,0,-2244,-2244,100,100pips_buy_4,10
23428,BUY,GOLD,0.04,2023.11.06 04:45,1989.19,2023.11.06 05:49,1984.35,-48.4,0,0,-2896,-2896,200,200pips_buy_4,20
23460,BUY,GOLD,0.05,2023.11.06 04:46,1988.81,2023.11.06 10:26,1987.53,-12.8,0,0,-956,-956,500,500pips_buy_5,50
23465,BUY,GOLD,0.04,2023.11.06 04:46,1988.81,2023.11.06 10:18,1986.52,-22.9,0,0,-1370,-1370,400,400pips_buy_4,40
23498,BUY,GOLD,0.03,2023.11.06 04:51,1988.71,2023.11.06 10:10,1985.45,-32.6,0,0,-1463,-1463,300,300pips_buy_3,30
23523,SELL,GOLD,0.01,2023.11.06 04:52,1988.09,2023.11.06 04:59,1987.09,10,0,0,150,150,100,100pips_sell_1,10
23547,BUY,GOLD,0.05,2023.11.06 04:53,1988.14,2023.11.06 05:34,1985.45,-26.9,0,0,-2012,-2012,100,100pips_buy_5,10
23548,BUY,GOLD,0.05,2023.11.06 04:53,1988.14,2023.11.06 05:49,1984.35,-37.9,0,0,-2835,-2835,200,200pips_buy_5,20
23555,SELL,GOLD,0.01,2023.11.06 04:53,1987.8,2023.11.06 05:41,1983.76,40.4,0,0,604,604,400,400pips_sell_1,40
23579,SELL,GOLD,0.01,2023.11.06 04:53,1987.32,2023.11.06 05:23,1985.32,20,0,0,299,299,200,200pips_sell_1,20
23580,BUY,GOLD,0.05,2023.11.06 04:53,1987.76,2023.11.06 10:18,1986.52,-12.4,0,0,-927,-927,400,400pips_buy_5,40
23581,BUY,GOLD,0.06,2023.11.06 04:53,1987.76,2023.11.06 10:26,1987.53,-2.3,0,0,-206,-206,500,500pips_buy_6,50
23589,BUY,GOLD,0.04,2023.11.06 04:54,1987.72,2023.11.06 10:10,1985.44,-22.8,0,0,-1364,-1364,300,300pips_buy_4,30
23622,SELL,GOLD,0.01,2023.11.06 04:54,1986.99,2023.11.06 05:42,1983.09,39,0,0,583,583,500,500pips_sell_1,50
23696,BUY,GOLD,0.06,2023.11.06 04:59,1987.12,2023.11.06 05:34,1985.45,-16.7,0,0,-1499,-1499,100,100pips_buy_6,10
23697,BUY,GOLD,0.06,2023.11.06 04:59,1987.12,2023.11.06 05:49,1984.35,-27.7,0,0,-2486,-2486,200,200pips_buy_6,20
23701,SELL,GOLD,0.01,2023.11.06 04:59,1986.68,2023.11.06 05:23,1985.09,15.9,0,0,238,238,100,100pips_sell_1,10
23769,SELL,GOLD,0.02,2023.11.06 05:05,1987.69,2023.11.06 05:23,1985.33,23.6,0,0,706,706,100,100pips_sell_2,10
23797,SELL,GOLD,0.02,2023.11.06 05:07,1988.08,2023.11.06 05:42,1983.04,50.4,0,0,1508,1508,500,500pips_sell_2,50
23910,BUY,GOLD,0.06,2023.11.06 05:23,1985.44,2023.11.06 10:18,1986.43,9.9,0,0,888,888,400,400pips_buy_6,40
23911,BUY,GOLD,0.05,2023.11.06 05:23,1985.44,2023.11.06 10:10,1985.42,-0.2,0,0,-15,-15,300,300pips_buy_5,30
23913,BUY,GOLD,0.07,2023.11.06 05:23,1985.44,2023.11.06 10:26,1987.53,20.9,0,0,2186,2186,500,500pips_buy_7,50
23914,BUY,GOLD,0.07,2023.11.06 05:23,1985.44,2023.11.06 05:49,1984.35,-10.9,0,0,-1141,-1141,200,200pips_buy_7,20
23915,BUY,GOLD,0.07,2023.11.06 05:23,1985.44,2023.11.06 05:34,1985.42,-0.2,0,0,-21,-21,100,100pips_buy_7,10
23940,SELL,GOLD,0.01,2023.11.06 05:23,1984.77,2023.11.06 14:30,1984.91,-1.4,0,0,-21,-21,300,300pips_sell_1,30
23945,SELL,GOLD,0.01,2023.11.06 05:23,1984.77,2023.11.06 05:42,1982.73,20.4,0,0,305,305,200,200pips_sell_1,20
23950,SELL,GOLD,0.01,2023.11.06 05:23,1984.69,2023.11.06 05:41,1983.47,12.2,0,0,183,183,100,100pips_sell_1,10
24043,BUY,GOLD,0.08,2023.11.06 05:28,1984.39,2023.11.06 05:34,1985.42,10.3,0,0,1233,1233,100,100pips_buy_8,10
24044,BUY,GOLD,0.06,2023.11.06 05:28,1984.39,2023.11.06 10:10,1985.45,10.6,0,0,951,951,300,300pips_buy_6,30
24045,BUY,GOLD,0.08,2023.11.06 05:28,1984.39,2023.11.06 05:48,1984.46,0.7,0,0,84,84,200,200pips_buy_8,20
24046,BUY,GOLD,0.07,2023.11.06 05:28,1984.39,2023.11.06 10:18,1986.43,20.4,0,0,2135,2135,400,400pips_buy_7,40
24047,BUY,GOLD,0.08,2023.11.06 05:28,1984.39,2023.11.06 10:26,1987.53,31.4,0,0,3754,3754,500,500pips_buy_8,50
24168,BUY,GOLD,0.01,2023.11.06 05:34,1985.77,2023.11.06 05:45,1983.52,-22.5,0,0,-337,-337,100,100pips_buy_1,10
24191,BUY,GOLD,0.02,2023.11.06 05:40,1984.58,2023.11.06 05:45,1983.52,-10.6,0,0,-317,-317,100,100pips_buy_2,10
24241,SELL,GOLD,0.01,2023.11.06 05:41,1983.18,2023.11.06 16:48,1984.43,-12.5,0,0,-187,-187,400,400pips_sell_1,40
24256,SELL,GOLD,0.01,2023.11.06 05:41,1983.17,2023.11.06 06:02,1984.11,-9.4,0,0,-141,-141,100,100pips_sell_1,10
24260,BUY,GOLD,0.03,2023.11.06 05:41,1983.47,2023.11.06 05:45,1983.52,0.5,0,0,22,22,100,100pips_buy_3,10
24281,BUY,GOLD,0.09,2023.11.06 05:41,1983.39,2023.11.06 05:48,1984.46,10.7,0,0,1441,1441,200,200pips_buy_9,20
24282,BUY,GOLD,0.07,2023.11.06 05:41,1983.39,2023.11.06 10:10,1985.42,20.3,0,0,2126,2126,300,300pips_buy_7,30
24283,BUY,GOLD,0.09,2023.11.06 05:41,1983.39,2023.11.06 10:26,1987.49,41,0,0,5514,5514,500,500pips_buy_9,50
24284,BUY,GOLD,0.08,2023.11.06 05:41,1983.39,2023.11.06 10:18,1986.42,30.3,0,0,3624,3624,400,400pips_buy_8,40
24304,SELL,GOLD,0.01,2023.11.06 05:42,1982.8,2023.11.06 17:35,1983.14,-3.4,0,0,-51,-51,500,500pips_sell_1,50
24321,SELL,GOLD,0.01,2023.11.06 05:42,1982.37,2023.11.06 14:27,1985.51,-31.4,0,0,-470,-470,200,200pips_sell_1,20
24352,BUY,GOLD,0.04,2023.11.06 05:43,1982.59,2023.11.06 05:45,1983.52,9.300000000000001,0,0,556,556,100,100pips_buy_4,10
24366,BUY,GOLD,0.10,2023.11.06 05:43,1982.43,2023.11.06 05:48,1984.46,20.3,0,0,3037,3037,200,200pips_buy_10,20
24367,BUY,GOLD,0.09,2023.11.06 05:43,1982.43,2023.11.06 10:18,1986.42,39.9,0,0,5369,5369,400,400pips_buy_9,40
24368,BUY,GOLD,0.10,2023.11.06 05:43,1982.43,2023.11.06 10:26,1987.49,50.6,0,0,7561,7561,500,500pips_buy_10,50
24369,BUY,GOLD,0.08,2023.11.06 05:43,1982.43,2023.11.06 10:10,1985.44,30.1,0,0,3602,3602,300,300pips_buy_8,30
24400,SELL,GOLD,0.02,2023.11.06 05:45,1983.4,2023.11.06 14:27,1985.51,-21.1,0,0,-632,-632,200,200pips_sell_2,20
24410,BUY,GOLD,0.01,2023.11.06 05:45,1983.91,2023.11.06 05:50,1984.93,10.2,0,0,153,153,100,100pips_buy_1,10
24411,SELL,GOLD,0.02,2023.11.06 05:45,1983.87,2023.11.06 17:35,1983.14,7.3,0,0,219,219,500,500pips_sell_2,50
24434,SELL,GOLD,0.02,2023.11.06 05:47,1984.17,2023.11.06 06:02,1984.11,0.6,0,0,18,18,100,100pips_sell_2,10
24441,SELL,GOLD,0.02,2023.11.06 05:48,1984.29,2023.11.06 16:48,1984.52,-2.3,0,0,-69,-69,400,400pips_sell_2,40
24449,SELL,GOLD,0.03,2023.11.06 05:48,1984.46,2023.11.06 14:27,1985.51,-10.5,0,0,-471,-471,200,200pips_sell_3,20
24452,BUY,GOLD,0.01,2023.11.06 05:49,1984.77,2023.11.06 10:10,1985.6,8.300000000000001,0,0,124,124,200,200pips_buy_1,20
24476,SELL,GOLD,0.03,2023.11.06 05:50,1984.93,2023.11.06 17:35,1983.09,18.4,0,0,827,827,500,500pips_sell_3,50
24480,BUY,GOLD,0.01,2023.11.06 05:50,1985.28,2023.11.06 07:42,1984.24,-10.4,0,0,-155,-155,100,100pips_buy_1,10
24488,SELL,GOLD,0.03,2023.11.06 05:52,1985.14,2023.11.06 06:02,1984.12,10.2,0,0,458,458,100,100pips_sell_3,10
24492,SELL,GOLD,0.03,2023.11.06 05:52,1985.4,2023.11.06 16:48,1984.49,9.1,0,0,409,409,400,400pips_sell_3,40
24558,BUY,GOLD,0.02,2023.11.06 06:01,1984.22,2023.11.06 07:42,1984.26,0.4,0,0,12,12,100,100pips_buy_2,10
24568,SELL,GOLD,0.01,2023.11.06 06:02,1983.85,2023.11.06 06:40,1983.85,0,0,0,0,0,100,100pips_sell_1,10
24624,BUY,GOLD,0.02,2023.11.06 06:08,1983.53,2023.11.06 10:10,1985.59,20.6,0,0,616,616,200,200pips_buy_2,20
24849,SELL,GOLD,0.02,2023.11.06 06:32,1984.89,2023.11.06 06:40,1983.85,10.4,0,0,311,311,100,100pips_sell_2,10
24875,SELL,GOLD,0.01,2023.11.06 06:40,1983.43,2023.11.06 09:09,1983.47,-0.4,0,0,-6,-6,100,100pips_sell_1,10
25153,BUY,GOLD,0.03,2023.11.06 07:31,1983.17,2023.11.06 07:42,1984.22,10.5,0,0,471,471,100,100pips_buy_3,10
25325,BUY,GOLD,0.01,2023.11.06 07:42,1984.6,2023.11.06 09:25,1983.72,-8.800000000000001,0,0,-132,-132,100,100pips_buy_1,10
25349,SELL,GOLD,0.02,2023.11.06 07:44,1984.52,2023.11.06 09:09,1983.47,10.5,0,0,314,314,100,100pips_sell_2,10
25920,BUY,GOLD,0.02,2023.11.06 09:08,1983.63,2023.11.06 09:25,1983.72,0.9,0,0,27,27,100,100pips_buy_2,10
25927,SELL,GOLD,0.01,2023.11.06 09:09,1983.06,2023.11.06 09:31,1983.14,-0.8,0,0,-12,-12,100,100pips_sell_1,10
26085,BUY,GOLD,0.03,2023.11.06 09:22,1982.65,2023.11.06 09:25,1983.66,10.1,0,0,453,453,100,100pips_buy_3,10
26136,BUY,GOLD,0.01,2023.11.06 09:25,1984.15,2023.11.06 09:46,1984.19,0.4,0,0,6,6,100,100pips_buy_1,10
26158,SELL,GOLD,0.02,2023.11.06 09:26,1984.1,2023.11.06 09:30,1983.09,10.1,0,0,302,302,100,100pips_sell_2,10
26201,BUY,GOLD,0.02,2023.11.06 09:30,1983.14,2023.11.06 09:46,1984.2,10.6,0,0,317,317,100,100pips_buy_2,10
26203,SELL,GOLD,0.01,2023.11.06 09:31,1982.79,2023.11.06 10:32,1985.9,-31.1,0,0,-465,-465,100,100pips_sell_1,10
26224,SELL,GOLD,0.02,2023.11.06 09:33,1983.8,2023.11.06 10:32,1985.9,-21,0,0,-628,-628,100,100pips_sell_2,10
26334,BUY,GOLD,0.01,2023.11.06 09:46,1984.54,2023.11.06 10:03,1984.4,-1.4,0,0,-21,-21,100,100pips_buy_1,10
26529,BUY,GOLD,0.02,2023.11.06 10:00,1983.38,2023.11.06 10:03,1984.4,10.2,0,0,305,305,100,100pips_buy_2,10
26606,BUY,GOLD,0.01,2023.11.06 10:03,1984.75,2023.11.06 10:11,1985.76,10.1,0,0,151,151,100,100pips_buy_1,10
26615,SELL,GOLD,0.03,2023.11.06 10:03,1984.9,2023.11.06 10:32,1985.9,-10,0,0,-448,-448,100,100pips_sell_3,10
26707,SELL,GOLD,0.04,2023.11.06 10:10,1985.46,2023.11.06 14:27,1985.51,-0.5,0,0,-30,-30,200,200pips_sell_4,20
26709,BUY,GOLD,0.01,2023.11.06 10:10,1985.81,2023.11.06 15:23,1986.67,8.6,0,0,129,129,300,300pips_buy_1,30
26715,BUY,GOLD,0.01,2023.11.06 10:10,1985.89,2023.11.06 12:09,1988,21.1,0,0,316,316,200,200pips_buy_1,20
26751,BUY,GOLD,0.01,2023.11.06 10:11,1986.24,2023.11.06 10:25,1987.26,10.2,0,0,152,152,100,100pips_buy_1,10
26753,SELL,GOLD,0.02,2023.11.06 10:11,1985.84,2023.11.06 14:30,1984.91,9.300000000000001,0,0,278,278,300,300pips_sell_2,30
26758,SELL,GOLD,0.04,2023.11.06 10:11,1985.92,2023.11.06 10:32,1985.9,0.2,0,0,12,12,100,100pips_sell_4,10
26762,SELL,GOLD,0.04,2023.11.06 10:11,1986.03,2023.11.06 17:35,1983.11,29.2,0,0,1749,1749,500,500pips_sell_4,50
26858,SELL,GOLD,0.04,2023.11.06 10:18,1986.39,2023.11.06 16:48,1984.47,19.2,0,0,1150,1150,400,400pips_sell_4,40
26864,SELL,GOLD,0.05,2023.11.06 10:18,1986.53,2023.11.06 14:27,1985.51,10.2,0,0,763,763,200,200pips_sell_5,20
26867,BUY,GOLD,0.01,2023.11.06 10:18,1986.9,2023.11.06 15:30,1987.87,9.699999999999999,0,0,145,145,400,400pips_buy_1,40
26886,SELL,GOLD,0.03,2023.11.06 10:18,1986.84,2023.11.06 14:30,1984.91,19.3,0,0,867,867,300,300pips_sell_3,30
26913,SELL,GOLD,0.05,2023.11.06 10:19,1986.93,2023.11.06 10:32,1985.9,10.3,0,0,770,770,100,100pips_sell_5,10
27002,SELL,GOLD,0.05,2023.11.06 10:25,1987.07,2023.11.06 17:35,1983.18,38.9,0,0,2913,2913,500,500pips_sell_5,50
27031,BUY,GOLD,0.01,2023.11.06 10:25,1987.67,2023.11.06 10:37,1986.65,-10.2,0,0,-152,-152,100,100pips_buy_1,10
27037,SELL,GOLD,0.05,2023.11.06 10:25,1987.4,2023.11.06 16:48,1984.48,29.2,0,0,2186,2186,400,400pips_sell_5,40
27056,SELL,GOLD,0.06,2023.11.06 10:26,1987.56,2023.11.06 14:27,1985.51,20.5,0,0,1841,1841,200,200pips_sell_6,20
27060,BUY,GOLD,0.01,2023.11.06 10:26,1987.87,2023.11.06 15:34,1988.92,10.5,0,0,157,157,500,500pips_buy_1,50
27179,BUY,GOLD,0.02,2023.11.06 10:31,1986.86,2023.11.06 15:34,1988.92,20.6,0,0,617,617,500,500pips_buy_2,50
27186,BUY,GOLD,0.02,2023.11.06 10:31,1986.6,2023.11.06 10:37,1986.65,0.5,0,0,15,15,100,100pips_buy_2,10
27230,BUY,GOLD,0.03,2023.11.06 10:32,1985.9,2023.11.06 15:34,1988.93,30.3,0,0,1361,1361,500,500pips_buy_3,50
27231,BUY,GOLD,0.02,2023.11.06 10:32,1985.9,2023.11.06 15:30,1987.87,19.7,0,0,590,590,400,400pips_buy_2,40
27233,SELL,GOLD,0.01,2023.11.06 10:32,1985.57,2023.11.06 12:46,1986.6,-10.3,0,0,-154,-154,100,100pips_sell_1,10
27274,BUY,GOLD,0.03,2023.11.06 10:34,1985.64,2023.11.06 10:37,1986.66,10.2,0,0,457,457,100,100pips_buy_3,10
27323,SELL,GOLD,0.02,2023.11.06 10:36,1986.6,2023.11.06 12:46,1986.6,0,0,0,0,0,100,100pips_sell_2,10
